hash,annotator,understand,purpose,bfc,bpc,prc,nfc,specification,asc,obvious,safety,timing,memory,info,safety_exp,time,see_commit_clicked,lore_clicked,lore_founded,is_merge_commit,is_part_patchset,lore_found
0b94f2651f,ollama_gpt-oss_20b,4,"Adds a guard in hci_cmd_sync_queue to return -ENODEV when HCI_UNREGISTER flag is set, preventing queuing commands after device unregistration and avoiding use-after-free.",4,0,0,0,,,,,,,,,49.275,,,,,,
0c7833b9e8,ollama_gpt-oss_20b,4,"Removes an unnecessary asm/termios.h include from drivers/tty/n_hdlc.c, relying on linux/tty.h which already pulls termios.h, simplifying header dependencies.",0,0,4,0,,,,,,,,,60.664,,,,,,
12aeaaba08,ollama_gpt-oss_20b,4,Adds N/A store metric description to perf-c2c documentation.,0,0,0,0,,,,,,,,,54.388,,,,,,
131a79b474,ollama_gpt-oss_20b,4,"Adds vma lock handling for huge page VMAs, fixes race and double free during vma split and unmap, ensures lock exists for all VM_MAYSHARE vmas, updates sharing logic to require lock, removes redundant lock/unlock, preventing future sharing bugs.",4,0,0,0,,,,,,,,,57.385,,,,,,
1634602627,ollama_gpt-oss_20b,4,"Adds AVDD and MICVDD supply properties to the rt5682s device tree binding, documenting regulator supplies for analog power and microphone bias, and updates required properties list.",0,0,0,2,,,,,,,,,54.7,,,,,,
16ed828b87,ollama_gpt-oss_20b,4,"Adds missing iounmap call in zorro7xx_remove_one to free memory mapped region, fixing a resource leak when probe error path releases resource not freed in remove.",4,0,0,0,,,,,,,,,56.306,,,,,,
1f74399fd1,ollama_gpt-oss_20b,4,"Remove an unused work_struct field from the mlx5e_async_ctx struct in the kTLS TX code, cleaning up dead code.",0,0,4,0,,,,,,,,,54.492,,,,,,
23cc6d8c37,ollama_gpt-oss_20b,4,"Changes cfg80211_auth_request::key_idx from unsigned to signed to allow -1 when key is NULL, avoiding static checker warnings and potential misuse.",0,4,0,0,,,,,,,,,55.472,,,,,,
2fadc6ea4a,ollama_gpt-oss_20b,4,"Removes the commented CONFIG_SURFACE_PLATFORMS line from two RISC‑V defconfig files to reorder entries, matching savedefconfig ordering; no functional change.",0,0,4,0,,,,,,,,,60.842,,,,,,
3044a4f271,ollama_gpt-oss_20b,3,Adds a helper function to detect FD mode and replaces inline checks in FIFO and ring code.,0,0,3,0,,,,,,,,,54.46,,,,,,
35eee9a363,ollama_gpt-oss_20b,4,"Adds logic to skip RTC tests when the RTC device is missing, removing hard failures and improving test robustness.",0,0,3,0,,,,,,,,,57.641,,,,,,
3cffb26fbb,ollama_gpt-oss_20b,4,"Removes a redundant assignment to the variable 'bytes' in echoaudio midi output, eliminating a dead store warning and cleaning up code.",0,0,4,0,,,,,,,,,56.638,,,,,,
4df002d908,ollama_gpt-oss_20b,4,"This commit removes the unconditional dependency of rcuscale on RCU Tasks, conditionally compiling tasks_ops only when CONFIG_TASKS_RCU is enabled, and updates test configs to use FORCE_TASKS_RCU. It reduces kernel size and complexity, preventing potential bugs from unnecessary RCU Tasks.",0,4,0,0,,,,,,,,,58.691,,,,,,
562f5bc48a,ollama_gpt-oss_20b,4,"Removes duplicated 'be split' phrase from a comment in arch/x86/kvm/mmu/spte.h, cleaning up documentation.",0,0,4,0,,,,,,,,,54.403,,,,,,
5b45b1c8b8,ollama_gpt-oss_20b,4,"Reverts earlier change that populated the dcn315 clock table using dcfclk values, because pmfw can leave dcfclk states disabled causing underflow. The revert restores previous logic to avoid a potential read underflow until a better solution is implemented.",0,4,0,0,,,,,,,,,54.757,,,,,,
5dc6ce767d,ollama_gpt-oss_20b,4,"Adds a compatible string for Renesas RZ/V2L SoC (r9a07g054-mali) to Mali Bifrost GPU device tree bindings, updating the enum list to include the new SoC.",0,0,0,4,,,,,,,,,57.628,,,,,,
60b3c27fb9,ollama_gpt-oss_20b,4,Renames the struct pcie_port to dw_pcie_rp across the DW PCIe core driver to improve naming consistency with other DW-prefixed structures.,0,0,4,0,,,,,,,,,60.541,,,,,,
647df0d41b,ollama_gpt-oss_20b,4,"Changes the printf format specifier from %#06hx to %#06x to match the promoted int type of the argument, eliminating a clang format warning.",4,0,0,0,,,,,,,,,56.505,,,,,,
64ac0befe7,ollama_gpt-oss_20b,4,Fixes a signed comparison bug in MIPS jump_label range check that caused false warnings for negative offsets by casting the upper bound to long.,4,0,0,0,,,,,,,,,60.528,,,,,,
67fda6c2df,ollama_gpt-oss_20b,4,"Removes the HW_VAR_H2C_FW_P2P_PS_OFFLOAD case from SetHwReg8188EU, replaces calls with direct rtl8188e_set_p2p_ps_offload_cmd, and deletes the enum value from hal_intf.h, simplifying the HAL interface.",0,0,4,0,,,,,,,,,57.597,,,,,,
710c8d6c02,ollama_gpt-oss_20b,4,Adds static qualifier to the cavium_erratum_23154_cpus array to limit its linkage and eliminate sparse warnings.,0,3,0,0,,,,,,,,,50.884,,,,,,
719ca37972,ollama_gpt-oss_20b,4,"The commit removes incorrect interrupt flag specifications from MDSS device tree bindings, replacing <0 IRQ_TYPE_*> with <0> to correct the provider’s single-cell interrupt model.",4,0,0,0,,,,,,,,,54.536,,,,,,
7392d87a9f,ollama_gpt-oss_20b,4,"Renames dynamic array handling to generic array handling, adds array allocation fields to ctrl_ref, updates allocation logic, and adjusts comments to support future array size changes.",0,0,4,0,,,,,,,,,59.28,,,,,,
76ee15ae1b,ollama_gpt-oss_20b,4,Adds support for additional Qualcomm SoCs and PMICs in the socinfo driver by extending lookup tables.,0,0,0,4,,,,,,,,,45.869,,,,,,
7b0ac469e3,ollama_gpt-oss_20b,4,"Change rtl8xxxu_print_chipinfo to correctly map chip_cut values 0-15 to letters A-P, replacing unknown string for values >E.",4,0,0,0,,,,,,,,,54.236,,,,,,
801179b670,ollama_gpt-oss_20b,4,"Removes the redundant .is_enabled field and its enable/disable/is_enabled helpers from the PRCMU clock driver, relying on the core's software enable count. The change cleans up the clock ops and eliminates duplicated state.",0,0,4,0,,,,,,,,,56.933,,,,,,
805a3ebed5,ollama_gpt-oss_20b,3,"Refactors RISC-V init code to reduce CONFIG_XIP_KERNEL conditionals by grouping macros and moving pt_ops macro into a single #ifdef block, simplifying the code layout.",0,0,4,0,,,,,,,,,56.057,,,,,,
8bad51c689,ollama_gpt-oss_20b,4,"Enables QUP and GPI DMA nodes in the SM6350-Lena device tree, allowing future I2C functionality. Adds status='okay' to DMA and QUP nodes, effectively turning on hardware that was previously disabled.",0,0,0,4,,,,,,,,,47.719,,,,,,
8f5a9371e6,ollama_gpt-oss_20b,4,"Updates comments in rzg2l_thermal.c: clarifies macro comment, corrects typo, and enforces coding style by moving comment start to separate line.",0,0,4,0,,,,,,,,,60.119,,,,,,
907862e9ae,ollama_gpt-oss_20b,4,"Adds a check for acquiring the hardware semaphore before releasing SW_FW_SYNC; logs error and returns if acquisition fails, preventing an infinite loop that could occur when the hardware is removed.",4,0,0,0,,,,,,,,,60.886,,,,,,
9231bb1b25,ollama_gpt-oss_20b,4,"Renames master/slave mode terminology to provider/consumer mode in pcm3168a driver, updating related logic and error messages to use modern ASoC DAI format constants.",0,0,4,0,,,,,,,,,57.175,,,,,,
944d95f766,ollama_gpt-oss_20b,4,"Removes a dead macro definition for IS_SWAPFILE that is always defined, cleaning up unused code.",0,0,4,0,,,,,,,,,60.768,,,,,,
9af41cc334,ollama_gpt-oss_20b,4,"Adds GTP echo response handling for GTP-U and GTPv0, introduces restart counter, new IE, and attribute, enabling kernel to reply to echo requests when no userspace daemon is present.",0,0,0,4,,,,,,,,,54.808,,,,,,
9b51d9d866,ollama_gpt-oss_20b,4,"Replaces cpumask_next_* calls with cpumask_first_* where the start index is -1, adding cpumask_first_zero to replace cpumask_next_zero. Improves performance and simplifies logic across several drivers and kernel files.",0,0,4,0,,,,,,,,,57.124,,,,,,
a373f38cd1,ollama_gpt-oss_20b,4,"Removes unsupported firmware call to dtim_assoc in brcmfmac driver, eliminating error logs after roaming.",4,0,0,0,,,,,,,,,57.933,,,,,,
c8e98eaf2b,ollama_gpt-oss_20b,4,"Adds a new board configuration (adl_rt5682) for the SOF RT5682 driver, enabling support for the alc5682 headset codec on platforms without a speaker amplifier by connecting it to SSP0 and updating ACPI match tables.",0,0,0,4,,,,,,,,,56.412,,,,,,
cc767e7c69,ollama_gpt-oss_20b,4,"Adds a check in io_sendmsg_zc to return -EOPNOTSUPP when the socket does not support zerocopy, mirroring earlier change for zerocopy send. Prevents misuse of unsupported protocols.",0,4,0,0,,,,,,,,,60.184,,,,,,
cee7db1b02,ollama_gpt-oss_20b,4,"Adds a check for xeCJK.sty before loading it, preventing errors when the package is missing, and updates documentation notes.",4,0,0,0,,,,,,,,,60.912,,,,,,
dc3f4dee81,ollama_gpt-oss_20b,4,"Adds exception to checkpatch script to ignore macros starting with 'case', preventing false positives for in-kernel drivers.",4,0,0,0,,,,,,,,,52.544,,,,,,
de40c281fe,ollama_gpt-oss_20b,4,"Replaces the simple-KMS helper functions with the generic atomic helpers in the simpledrm driver, refactoring the code to use atomic plane/CRTC/encoder/connector structures. No functional changes, just architectural cleanup for better code sharing.",0,0,4,0,,,,,,,,,61.068,,,,,,
dedc215003,ollama_gpt-oss_20b,4,"Adds a worker-based JPEG decoder interface for MT8195, enabling parallel use of up to three hardware decoders. Introduces new structures, functions, and m2m ops, and registers a new device variant for the decoder.",0,0,0,4,,,,,,,,,56.671,,,,,,
e1553351d7,ollama_gpt-oss_20b,4,"Removes redundant VPRINTK debug prints and the ata_scsi_dump_cdb() helper, cleaning up libata code and reducing unnecessary logging.",0,0,4,0,,,,,,,,,56.82,,,,,,
