hash,annotator,understand,purpose,bfc,bpc,prc,nfc,specification,asc,obvious,safety,timing,memory,info,safety_exp,time,see_commit_clicked,lore_clicked,lore_founded,is_merge_commit,is_part_patchset,lore_found
002752af7b,ollama_gpt-oss_120b,4,"Adds IS_ERR_OR_NULL checks to fwnode APIs and updates macros so error pointers can be passed safely, avoiding dereference of invalid handles and ensuring proper fallback handling.",0,4,0,0,,,,,,,,,69.841,,,,,,
00aaca3d07,ollama_gpt-oss_120b,4,"Updates the QMP PHY devicetree binding YAML to correct the child node description from per‑lane to per‑PHY, improving documentation accuracy.",0,0,4,0,,,,,,,,,59.867,,,,,,
00fa7f031d,ollama_gpt-oss_120b,4,"The commit introduces infrastructure for Firmware Assisted Memory (FAMS) switching: adds shutdown flag, new DMUB commands, capability fields, helper functions, and integration points across DC core, hardware sequence, resource handling, and FPU calculations.",0,0,0,4,,,,,,,,,90.629,,,,,,
016017a195,ollama_gpt-oss_120b,3,"Adds a CONFIG_UML guard around x86‑specific caching code in ttm_module.c so the driver compiles on User‑Mode Linux, fixing a build‑time error.",4,0,0,0,,,,,,,,,56.889,,,,,,
01c3f0387c,ollama_gpt-oss_120b,4,"Adds const qualification to static arrays of qcom_icc_bcm pointers in the SC8280XP interconnect driver, making them immutable because they are never modified, enhancing safety.",0,4,2,0,,,,,,,,,73.268,,,,,,
0209b5830b,ollama_gpt-oss_120b,4,"Adds CONFIG_32BIT guards to SBI PMU ecall arguments so that 64‑bit values are correctly split on RV32, fixing wrong argument handling in 32‑bit builds.",4,0,0,0,,,,,,,,,61.137,,,,,,
0255571a16,ollama_gpt-oss_120b,4,"The commit replaces direct accesses to perf_cpu_map structures with the official perf_cpu_map API across perf tools, adding loops using the API and improving reference‑count handling.",0,0,4,0,,,,,,,,,87.876,,,,,,
0263256791,ollama_gpt-oss_120b,3,"The patch adds tracepoints for DMA allocation and free paths, refactors the allocation helpers to pass the caller name, introduces wrapper macros that embed __func__, and updates trace event definitions to record the caller. This enables runtime tracing of DMA operations for debugging.",0,0,0,4,,,,,,,,,60.364,,,,,,
0285042fed,ollama_gpt-oss_120b,4,"The patch refactors the cs42l42 driver by separating the probe into bus‑specific, common, and register‑initialisation stages, introduces a common_probe helper, an init function, and an init_done flag, and updates remove/suspend handling to avoid register accesses before initialization, preparing the driver for SoundWire support.",0,0,4,0,,,,,,,,,72.578,,,,,,
029d6586dc,ollama_gpt-oss_120b,4,"Adds a device‑tree node for the QCOM sc7280 Data Capture and Compare (DCC) hardware, defining compatible strings and register address ranges.",0,0,0,4,,,,,,,,,59.913,,,,,,
