hash,annotator,understand,purpose,bfc,bpc,prc,nfc,specification,asc,obvious,safety,timing,memory,info,safety_exp,time,see_commit_clicked,lore_clicked,lore_founded,is_merge_commit,is_part_patchset,lore_found
0b94f2651f,ollama_gpt-oss_20b,4,"Adds a check in hci_cmd_sync_queue to return an error when the HCI_UNREGISTER flag is set, preventing queuing of commands after a device has been unregistered and avoiding a potential use‑after‑free.",4,0,0,0,,,,,,,,,37.854,,,,,,
0c7833b9e8,ollama_gpt-oss_20b,4,"Removes an unnecessary asm/termios.h include from n_hdlc.c, relying on linux/tty.h to provide termios definitions, thereby cleaning up header dependencies.",0,0,4,0,,,,,,,,,49.11,,,,,,
12aeaaba08,ollama_gpt-oss_20b,4,Updates documentation to include the new 'N/A' store metric and adjust report table references.,0,0,4,0,,,,,,,,,41.067,,,,,,
131a79b474,ollama_gpt-oss_20b,4,"Fixes race and double‑free bugs in hugetlb vma lock handling during vma split and unmapping, and adds defensive checks to prevent future lock‑related bugs.",4,3,0,0,,,,,,,,,54.474,,,,,,
1634602627,ollama_gpt-oss_20b,4,"Adds AVDD and MICVDD supply definitions to the Realtek rt5682s device tree binding, documenting two power supplies used by the codec.",0,0,0,4,,,,,,,,,41.206,,,,,,
16ed828b87,ollama_gpt-oss_20b,4,"Adds missing iounmap() in zorro7xx_remove_one() to free memory mapped by ioremap() when probe fails, eliminating a resource leak.",4,0,0,0,,,,,,,,,54.451,,,,,,
1f74399fd1,ollama_gpt-oss_20b,4,"This commit removes an unused 'work' field from the mlx5e_async_ctx structure in the mlx5e kTLS code, cleaning up the data structure and eliminating dead code.",0,0,4,0,,,,,,,,,41.509,,,,,,
23cc6d8c37,ollama_gpt-oss_20b,4,"Changes cfg80211_auth_request::key_idx from unsigned to signed to allow -1 value, avoiding static checker warnings when key is NULL and key_idx unused.",0,0,4,0,,,,,,,,,41.012,,,,,,
2fadc6ea4a,ollama_gpt-oss_20b,4,"Reorders the CONFIG_SURFACE_PLATFORMS entries in the RISC‑V defconfig to match savedefconfig ordering, purely cosmetic.",0,0,4,0,,,,,,,,,49.901,,,,,,
3044a4f271,ollama_gpt-oss_20b,4,"Adds a helper function mcp251xfd_is_fd_mode() to replace inline checks for CAN‑FD mode configuration, improving code clarity and maintainability.",0,0,4,0,,,,,,,,,41.188,,,,,,
35eee9a363,ollama_gpt-oss_20b,4,"Adds logic to the RTC selftests to skip the test when no RTC hardware is present, preventing false failures.",0,4,0,0,,,,,,,,,54.204,,,,,,
3cffb26fbb,ollama_gpt-oss_20b,4,"Removes a redundant assignment to the variable 'bytes' in echoaudio midi.c, eliminating a dead store warning and cleaning up code.",0,0,4,0,,,,,,,,,56.136,,,,,,
4df002d908,ollama_gpt-oss_20b,4,"This commit changes the kernel build configuration logic so that enabling rcuscale no longer forces the inclusion of RCU Tasks when CONFIG_PREEMPT_NONE=y. It removes an unnecessary dependency, reducing kernel size and simplifying tracing.",0,0,4,0,,,,,,,,,50.19,,,,,,
562f5bc48a,ollama_gpt-oss_20b,3,"This patch removes a duplicated 'be split' string in the KVM x86 MMU header spte.h, cleaning up redundant text.",0,0,4,0,,,,,,,,,41.133,,,,,,
5b45b1c8b8,ollama_gpt-oss_20b,3,"Reverts a change that populated the dcn315 clock table based on dcfclk, which caused underflow when dcfclk states are disabled. The revert prevents a potential bug until a better solution is implemented.",0,4,0,0,,,,,,,,,55.336,,,,,,
5dc6ce767d,ollama_gpt-oss_20b,4,Adds a compatible string for the Renesas RZ/V2L SoC's Mali-G31 GPU in the device tree bindings.,0,0,0,4,,,,,,,,,41.265,,,,,,
60b3c27fb9,ollama_gpt-oss_20b,4,"Renames the struct pcie_port to dw_pcie_rp in the dw PCIe core driver to align naming with other dw_ prefixed structures, improving consistency and readability.",0,0,4,0,,,,,,,,,50.455,,,,,,
647df0d41b,ollama_gpt-oss_20b,4,"Changes the format specifier in netdev_dbg from %#06hx to %#06x to match the promoted int argument, eliminating a clang warning and preventing potential undefined behavior.",0,3,3,0,,,,,,,,,56.174,,,,,,
64ac0befe7,ollama_gpt-oss_20b,4,"Fixes a signed comparison bug in MIPS jump_label branch range check by casting upper bound to long, preventing negative offset warnings.",4,0,0,0,,,,,,,,,49.193,,,,,,
67fda6c2df,ollama_gpt-oss_20b,4,"The commit removes the HW_VAR_H2C_FW_P2P_PS_OFFLOAD case from SetHwReg8188EU(), calling the underlying function directly to eliminate an unnecessary HAL layer wrapper.",0,0,4,0,,,,,,,,,56.609,,,,,,
710c8d6c02,ollama_gpt-oss_20b,4,Adds static keyword to non-global symbols in arm64 errata code to silence sparse warnings and limit scope.,0,0,4,0,,,,,,,,,45.877,,,,,,
719ca37972,ollama_gpt-oss_20b,4,"Removes an incorrect 'interrupt-flags' cell from MDSS device tree bindings, correcting the provider-consumer relationship and preventing misconfiguration.",4,0,0,0,,,,,,,,,41.192,,,,,,
7392d87a9f,ollama_gpt-oss_20b,4,"Adds dynamic allocation for arrays in struct ctrl_ref, enabling drivers to specify array sizes at runtime, preparing for future flexibility.",0,0,0,4,,,,,,,,,32.639,,,,,,
76ee15ae1b,ollama_gpt-oss_20b,4,"Adds support for additional Qualcomm SoCs and PMICs to the socinfo driver, expanding device recognition for SM8350, SC8280XP, SA8540P, SM8450, and related PMICs.",0,0,0,4,,,,,,,,,44.31,,,,,,
7b0ac469e3,ollama_gpt-oss_20b,4,"Adds support for all chip cuts A–P in the rtl8xxxu Wi‑Fi driver, replacing the previous 'unknown' output for cuts greater than E with the correct letter.",0,0,0,4,,,,,,,,,40.922,,,,,,
801179b670,ollama_gpt-oss_20b,4,"Removes the custom .is_enabled flag from PRCMU clock structures, relying on the core's existing enable count. Simplifies clock state handling and eliminates redundant bookkeeping.",0,0,4,0,,,,,,,,,55.837,,,,,,
805a3ebed5,ollama_gpt-oss_20b,4,"Reorganizes XIP_KERNEL conditional macros in RISC‑V memory init, grouping related definitions and moving pt_ops macro to reduce #ifdef usage, improving code clarity and maintainability.",0,0,4,0,,,,,,,,,54.438,,,,,,
8bad51c689,ollama_gpt-oss_20b,4,"Adds device tree entries to enable QUP and GPI DMA on the SM6350-Lena platform, allowing future I2C nodes to use DMA.",0,0,0,4,,,,,,,,,42.593,,,,,,
8f5a9371e6,ollama_gpt-oss_20b,4,"This patch updates comments in the rzg2l thermal driver, corrects a typo, and enforces coding style by moving comment delimiters to separate lines.",0,0,4,0,,,,,,,,,48.689,,,,,,
907862e9ae,ollama_gpt-oss_20b,4,"Adds a check for HW semaphore acquisition in release_swfw_sync; if acquisition fails (e.g., hardware surprise removal), logs an error and exits the loop to avoid an infinite loop.",4,0,0,0,,,,,,,,,41.162,,,,,,
9231bb1b25,ollama_gpt-oss_20b,4,"Updates the pcm3168a ASoC driver to replace legacy bus clock defines with modern DAI format terminology, removing old style defines and aligning the driver with current ASoC clocking conventions.",0,0,4,0,,,,,,,,,56.19,,,,,,
944d95f766,ollama_gpt-oss_20b,4,"Removes the IS_SWAPFILE preprocessor check from NFS code, as the macro is always defined, eliminating unnecessary code and potential confusion.",0,0,4,0,,,,,,,,,49.448,,,,,,
9af41cc334,ollama_gpt-oss_20b,4,"Adds GTP echo response handling to the kernel GTP device, sending GTP_ECHO_RSP with recovery IE and restart counter when an echo request is received, ensuring compliance with GTP spec.",0,0,0,4,,,,,,,,,34.41,,,,,,
9b51d9d866,ollama_gpt-oss_20b,4,"Replaces cpumask_next_* calls with cpumask_first_* where appropriate, adds cpumask_first_zero() helper, improving correctness and performance.",0,0,4,0,,,,,,,,,54.224,,,,,,
a373f38cd1,ollama_gpt-oss_20b,4,"The commit removes an unsupported firmware call (dtim_assoc IOVAR) from the brcmfmac driver, eliminating repeated error messages after AP roam.",4,0,0,0,,,,,,,,,54.261,,,,,,
c8e98eaf2b,ollama_gpt-oss_20b,4,"Adds a new board configuration (adl_rt5682) for Intel's ASoC driver, enabling the alc5682 headset codec on platforms lacking a speaker amplifier by connecting it to SSP0.",0,0,0,4,,,,,,,,,54.393,,,,,,
cc767e7c69,ollama_gpt-oss_20b,4,"Adds a check in io_uring net sendmsg path to return error when zero-copy sendmsg is requested on sockets that don't support it, mirroring behavior for send requests.",4,0,0,0,,,,,,,,,48.787,,,,,,
cee7db1b02,ollama_gpt-oss_20b,4,"Adds a check for xeCJK.sty in the kernel documentation preamble, preventing errors when the package is missing or broken.",4,0,0,0,,,,,,,,,49.897,,,,,,
dc3f4dee81,ollama_gpt-oss_20b,4,"The commit updates the checkpatch script to suppress false error messages for macros that contain the keyword ""case"", which are common in kernel drivers.",4,0,0,0,,,,,,,,,39.556,,,,,,
de40c281fe,ollama_gpt-oss_20b,4,"Replace simple-KMS atomic helpers with regular atomic helpers, remove empty helpers, add unconditional plane state check; no functional changes.",0,0,4,0,,,,,,,,,50.232,,,,,,
dedc215003,ollama_gpt-oss_20b,4,"Adds a JPEG decoding worker interface to the MediaTek JPEG decoder driver, enabling three hardware decoders to run concurrently on MT8195.",0,0,0,4,,,,,,,,,56.089,,,,,,
e1553351d7,ollama_gpt-oss_20b,4,"Removes redundant VPRINTK() debug prints and the ata_scsi_dump_cdb() helper from libata, cleaning up code.",0,0,4,0,,,,,,,,,31.052,,,,,,
e5fc78252c,ollama_gpt-oss_20b,4,"Adds logic to enable AMD display's zstate during extended vblank when entering FREESYNC_STATE_VIDEO, calculating extra vblank time, and setting min_dst_y_next_start register; restores defaults on exit.",0,0,0,4,,,,,,,,,55.871,,,,,,
e688ba3e27,ollama_gpt-oss_20b,4,"Changes the hqd_destroy() callback prototype to use uint32_t for reset_type instead of enum kfd_preempt_type, fixing a CFI failure on Clang kernels.",4,0,0,0,,,,,,,,,54.811,,,,,,
e79368b15d,ollama_gpt-oss_20b,4,"Corrects the STM32 pinctrl binding property name from 'reset' to 'resets' and adds 'additionalProperties: false' to enforce schema, fixing an existing bug and preventing future ones.",4,3,0,0,,,,,,,,,54.215,,,,,,
e950329880,ollama_gpt-oss_20b,4,"Adds a compiler directive to silence GCC 12 array-bounds warning in ath9k driver, preventing noisy warnings during compilation.",0,0,4,0,,,,,,,,,35.988,,,,,,
ee74fdf0ca,ollama_gpt-oss_20b,3,Replaces pm_runtime_get_sync with pm_runtime_resume_and_get in sun8i-ss crypto driver to simplify code and use a more appropriate runtime PM API.,0,0,4,0,,,,,,,,,55.265,,,,,,
f110ed8498,ollama_gpt-oss_20b,4,"The commit moves the fixed file installation and removal logic from the io_uring request handling code into the filetable subsystem, and changes helper functions to accept a context instead of an io_kiocb. This reorganizes code for better modularity and clarity.",0,0,4,0,,,,,,,,,54.363,,,,,,
f3116f2e52,ollama_gpt-oss_20b,4,"Adds separate G1 and G2 decoder nodes in the i.MX8MQ VPU device tree bindings, enabling independent power-domain control via the vpu-blk-ctrl driver.",0,0,0,4,,,,,,,,,54.514,,,,,,
fab6f4904e,ollama_gpt-oss_20b,4,"The commit removes the IWL_DEVICE_BZ_COMMON macro, which was only used once inside IWL_DEVICE_BZ, and inlines its contents directly into that macro, simplifying the code.",0,0,4,0,,,,,,,,,41.122,,,,,,
