hash,annotator,understand,purpose,bfc,bpc,prc,nfc,specification,asc,obvious,safety,timing,memory,info,safety_exp,time,see_commit_clicked,lore_clicked,lore_founded,is_merge_commit,is_part_patchset,lore_found
0b94f2651f,ollama_gpt-oss_120b,4,"The commit adds a check in hci_cmd_sync_queue to return an error when the HCI_UNREGISTER flag is set, preventing commands from being queued after the device has been unregistered, which would otherwise lead to a use‑after‑free crash.",4,0,1,0,,,,,,,,,72.825,,,,,,
0c7833b9e8,ollama_gpt-oss_120b,4,"The commit removes an unnecessary inclusion of asm/termios.h from the file n_hdlc.c because the required termios definitions are already provided via linux/tty.h, which pulls linux/termios.h. This cleans up the include hierarchy and eliminates a stray header.",0,0,4,0,,,,,,,,,59.086,,,,,,
12aeaaba08,ollama_gpt-oss_120b,3,"The commit updates the perf c2c documentation to include the newly added 'N/A' metric for store operations, reflecting changes in the report table.",0,0,3,0,,,,,,,,,61.263,,,,,,
131a79b474,ollama_gpt-oss_120b,4,"The patch fixes race conditions and double‑free bugs in the hugetlb VMA lock handling, ensures a VMA lock is allocated for every VM_MAYSHARE VMA during split, changes unmap handling to free the lock instead of clearing VM_MAYSHARE, and updates sharing logic to make the lock a prerequisite for PMD sharing.",4,3,2,0,,,,,,,,,67.892,,,,,,
1634602627,ollama_gpt-oss_120b,4,"The commit updates the device‑tree binding documentation for the Realtek rt5682s codec, adding entries for the AVDD and MICVDD power supplies that are already used in a specific board DTS. No functional code is changed; only the binding .yaml (or .txt) is amended to reflect existing hardware requirements.",0,0,4,0,,,,,,,,,61.233,,,,,,
16ed828b87,ollama_gpt-oss_120b,4,"The commit adds a missing iounmap() call in the driver’s remove routine for the zorro7xx SCSI driver, correcting a resource leak that occurs when the probe’s error handling allocated I/O memory that was never released on removal.",4,0,0,0,,,,,,,,,67.989,,,,,,
1f74399fd1,ollama_gpt-oss_120b,4,"The commit deletes an unused 'work' member from the struct mlx5e_async_ctx in the mlx5e driver (kTLS path), cleaning up dead code and simplifying the data structure.",0,1,4,0,,,,,,,,,60.926,,,,,,
23cc6d8c37,ollama_gpt-oss_120b,3,"The commit changes the type of cfg80211_auth_request::key_idx from unsigned to signed so that the code can safely assign -1 (used to indicate ""no key"") without triggering static analysis warnings. No functional behavior is altered; the change is purely to improve code correctness and tooling compatibility.",0,1,3,0,,,,,,,,,61.952,,,,,,
2fadc6ea4a,ollama_gpt-oss_120b,4,"The commit reorders the entries of CONFIG_SURFACE_PLATFORMS in the RISC‑V defconfig files so that they appear in the same sorted order as savedefconfig generates, without altering any functional behavior.",0,0,4,0,,,,,,,,,60.589,,,,,,
3044a4f271,ollama_gpt-oss_120b,3,"The commit adds a new helper function mcp251xfd_is_fd_mode() to the MCP251xfd CAN driver and replaces existing inline checks for FD mode with calls to this function, improving code readability and maintainability.",0,1,4,0,,,,,,,,,61.126,,,,,,
35eee9a363,ollama_gpt-oss_120b,4,"The commit modifies the RTC self‑test suite to detect whether an RTC device is present on the platform. If no RTC is found, the test is skipped instead of being marked as failed, preventing unnecessary test failures on systems without RTC hardware.",0,0,3,0,,,,,,,,,67.482,,,,,,
3cffb26fbb,ollama_gpt-oss_120b,4,"The commit removes a dead store of the variable 'bytes' in the ALSA echoaudio driver. The initial assignment is never read because the variable is overwritten later, so the change deletes the redundant line, silencing a clang static‑analysis warning.",0,0,4,0,,,,,,,,,65.198,,,,,,
4df002d908,ollama_gpt-oss_120b,3,"The commit modifies the rcuscale configuration so that building rcuscale no longer forces the inclusion of RCU Tasks on CONFIG_PREEMPT_NONE kernels. This removes an unnecessary dependency, reducing kernel size and simplifying tracing.",0,0,3,0,,,,,,,,,61.028,,,,,,
562f5bc48a,ollama_gpt-oss_120b,3,"The commit corrects a duplicated phrase ""be split be split"" to a single ""be split"" in the spte.h header of the KVM x86 MMU code, fixing a typo in a comment without changing functionality.",0,0,3,0,,,,,,,,,61.201,,,,,,
5b45b1c8b8,ollama_gpt-oss_120b,4,"The commit reverts a previous modification that populated the DCN315 clock table using DCFCLK values. Because the power management firmware does not fill the table when DCFCLK states are disabled, using those values would cause a read underflow. The revert restores the earlier behavior to avoid this underflow until a proper solution is implemented.",0,4,0,0,,,,,,,,,64.066,,,,,,
5dc6ce767d,ollama_gpt-oss_120b,4,"The commit updates the device tree bindings documentation for the Mali Bifrost GPU to include a compatible string for the Renesas RZ/V2L (R9A07G054) SoC, enabling proper description of this hardware in device trees.",0,0,1,4,,,,,,,,,61.317,,,,,,
60b3c27fb9,ollama_gpt-oss_120b,3,"The commit renames the structure `pcie_port` to `dw_pcie_rp` throughout the DesignWare PCIe core driver to align with the naming convention that prefixes driver‑specific entities with ""dw_"" and suffixes endpoint‑related ones with ""_ep"". No functional logic is altered.",0,0,4,0,,,,,,,,,60.823,,,,,,
647df0d41b,ollama_gpt-oss_120b,4,"The commit updates the format string used in a netdev_dbg call within the amd-xgbe driver. It replaces the ""%#06hx"" specifier (which expects an unsigned short) with a specifier that matches the promoted int type of the argument (e.g., ""%#06x""), thereby eliminating a clang -Wformat warning and aligning with kernel printk format guidelines.",0,0,4,0,,,,,,,,,65.127,,,,,,
64ac0befe7,ollama_gpt-oss_120b,3,"The commit adjusts the branch range check in the MIPS jump_label implementation by casting the upper bound to a signed long before comparison, ensuring that negative offsets are not mistakenly considered within range and thus eliminating spurious warnings.",4,0,0,0,,,,,,,,,59.287,,,,,,
67fda6c2df,ollama_gpt-oss_120b,4,"The commit removes the HW_VAR_H2C_FW_P2P_PS_OFFLOAD case from the SetHwReg8188EU() function in the r8188eu driver, because that case only called another function. The function is now called directly, eliminating an unnecessary abstraction layer.",0,0,4,0,,,,,,,,,64.984,,,,,,
710c8d6c02,ollama_gpt-oss_120b,4,"The commit adds the 'static' keyword to symbols in arch/arm64/kernel/cpu_errata.c that are not meant to be exported globally. This silences sparse warnings about undeclared symbols and limits the symbols' linkage to the file, improving code hygiene.",0,1,4,0,,,,,,,,,85.508,,,,,,
719ca37972,ollama_gpt-oss_120b,3,"The commit updates the MSM display device tree bindings by removing an interrupt‑flags property from MDSS nodes because the interrupt provider supplies a single cell, making the flags cell invalid.",2,0,2,0,,,,,,,,,61.479,,,,,,
7392d87a9f,ollama_gpt-oss_120b,3,"The commit adds allocation for the array members inside struct ctrl_ref in the v4l2-ctrls subsystem, enabling drivers to later change the array size. It modifies the allocation routine to reserve space for these arrays.",0,3,2,0,,,,,,,,,82.451,,,,,,
76ee15ae1b,ollama_gpt-oss_120b,4,"The commit extends the socinfo driver by adding entries for additional Qualcomm SoCs (SM8350, SC8280XP, SM8450) and PMICs (including SA8540P). This enables the kernel to recognize these platforms, which were previously missing.",0,0,0,4,,,,,,,,,62.557,,,,,,
7b0ac469e3,ollama_gpt-oss_120b,3,"The commit expands the rtl8xxxu Wi‑Fi driver’s chip‑cut detection to recognise all possible version letters (A‑P) instead of treating anything beyond 'E' as unknown, updating the relevant tables/logic accordingly.",0,1,3,0,,,,,,,,,61.029,,,,,,
801179b670,ollama_gpt-oss_120b,4,"The commit removes the .is_enabled field from the PRCMU clock driver for ux500 platforms because the generic clock core already maintains a software enable count, making the custom count redundant.",0,1,4,0,,,,,,,,,64.953,,,,,,
