hash,annotator,understand,purpose,bfc,bpc,prc,nfc,specification,asc,obvious,safety,timing,memory,info,safety_exp,time,see_commit_clicked,lore_clicked,lore_founded,is_merge_commit,is_part_patchset,lore_found
0b94f2651f,ollama_qwen3-coder_30b,4,"The commit fixes a bug in the Bluetooth HCI sync module where commands could be queued after the HCI device has been unregistered. It ensures that hci_cmd_sync_queue returns an error if the HCI_UNREGISTER flag is set, preventing a use-after-free (UAF) vulnerability that would occur when the hdev structure is freed after a timeout.",4,3,1,0,,,,,,,,,46.708,,,,,,
0c7833b9e8,ollama_qwen3-coder_30b,4,"The commit removes an unnecessary include directive 'asm/termios.h' from the file n_hdlc.c. It explains that this include was redundant because 'linux/tty.h' is already included, and that pulls in 'linux/termios.h' as well. The change addresses a code organization issue and simplifies the include structure, making the code cleaner and avoiding potential confusion or complications due to redundant includes.",0,0,4,0,,,,,,,,,39.133,,,,,,
12aeaaba08,ollama_qwen3-coder_30b,3,"This commit updates documentation to reflect the addition of a new 'N/A' metric for store operations in the perf c2c (cache-to-cache) subsystem. The change involves updating the report table documentation to include this new metric, which indicates that store operations are not applicable for certain measurements. The commit does not introduce functional changes to the code itself, but rather updates documentation to align with existing or upcoming code changes.",0,0,3,0,,,,,,,,,40.462,,,,,,
131a79b474,ollama_qwen3-coder_30b,4,"This commit fixes issues in the hugetlb (huge page) subsystem related to vma (virtual memory area) lock handling during vma splitting and range unmapping. It addresses a race condition in hugetlb_unmap_file_folio and ensures that vma locks are properly managed during vma duplication (splitting). The commit also corrects how vma locks are used to prevent pmd (page middle directory) sharing, fixing potential double-free issues and ensuring correct synchronization.",4,3,2,0,,,,,,,,,42.174,,,,,,
1634602627,ollama_qwen3-coder_30b,3,"This commit adds documentation for two power supplies (AVDD and MICVDD) used by the rt5682s codec. The changes are limited to the device tree binding file, where these supplies are documented to be used by the sc7180-trogdor-kingoftown.dtsi file. The commit does not introduce functional changes to the code, but rather updates the device tree bindings to reflect existing usage.",0,0,3,0,,,,,,,,,39.319,,,,,,
16ed828b87,ollama_qwen3-coder_30b,4,This commit fixes a resource leak in the SCSI Zorro7xx driver. The issue occurs during the removal of a device where an ioremap() call is not properly undone with iounmap() in the remove function. The commit adds the missing iounmap() call to ensure proper resource cleanup during error handling paths.,4,0,0,0,,,,,,,,,40.349,,,,,,
1f74399fd1,ollama_qwen3-coder_30b,4,"The commit removes an unused 'work' field from the struct mlx5e_async_ctx in the Mellanox 5 Ethernet driver. This is a straightforward cleanup change that eliminates dead code, improving code clarity and reducing memory usage.",0,0,4,0,,,,,,,,,38.154,,,,,,
23cc6d8c37,ollama_qwen3-coder_30b,4,"The commit changes the data type of the 'key_idx' member in the 'cfg80211_auth_request' structure from unsigned to signed. This change is made to avoid warnings from static checkers like smatch, which occur when -1 is assigned to 'key_idx' in cases where the key is NULL. The change is minimal and focused on a specific type definition to prevent false positives in static analysis.",0,2,3,0,,,,,,,,,40.313,,,,,,
2fadc6ea4a,ollama_qwen3-coder_30b,3,"The commit sorts the CONFIG_SURFACE_PLATFORMS configuration option in RISC-V defconfigs. The change is described as having no functional impact, aligning the order with savedefconfig's output. It's a cosmetic change to configuration file ordering.",0,0,3,0,,,,,,,,,37.955,,,,,,
3044a4f271,ollama_qwen3-coder_30b,3,"The commit introduces a new helper function 'mcp251xfd_is_fd_mode()' to check if the chip's FIFOs are configured for CAN-FD mode, and replaces existing open-coded checks with calls to this new function. This is a refactoring change that improves code organization and maintainability by centralizing the logic for determining CAN-FD mode.",0,0,3,0,,,,,,,,,39.217,,,,,,
35eee9a363,ollama_qwen3-coder_30b,4,The commit modifies a selftest for the RTC (Real-Time Clock) subsystem to skip the test when an RTC device is not present. This prevents the test suite from failing unnecessarily in environments where the RTC hardware is absent. The change involves adjusting the test logic to detect RTC availability and conditionally execute or skip the test.,0,3,2,0,,,,,,,,,41.916,,,,,,
3cffb26fbb,ollama_qwen3-coder_30b,4,The commit removes a redundant assignment to the variable 'bytes' in the ALSA echoaudio driver. The variable is assigned a value that is never read and is reassigned within a subsequent if block. This change eliminates a dead store warning from clang scan build and cleans up the code by removing unnecessary operations.,0,0,4,0,,,,,,,,,39.482,,,,,,
4df002d908,ollama_qwen3-coder_30b,4,"This commit modifies the kernel's RCU (Read-Copy-Update) subsystem to allow the rcuscale feature to be built without requiring RCU Tasks. In kernels with CONFIG_PREEMPT_NONE=y, RCU Tasks is normally substituted for normal RCU, but this commit decouples the two, preventing unnecessary inclusion of RCU Tasks when rcuscale is built. This reduces kernel size and simplifies tracing operations.",0,3,3,0,,,,,,,,,39.402,,,,,,
562f5bc48a,ollama_qwen3-coder_30b,4,The commit removes a duplicated phrase 'be split' from the spte.h file in the KVM x86/mmudirectory. The change corrects a typo where 'be split be split' was incorrectly written instead of 'be split'. This is a straightforward textual correction in a header file that affects how certain memory management operations are described or documented.,0,0,3,0,,,,,,,,,39.352,,,,,,
5b45b1c8b8,ollama_qwen3-coder_30b,3,"This commit reverts a previous change that populated a DCN315 clock table based on DCFCLK. The reason for the revert is that when DCFCLK states are disabled, the PMFW fills out the table in a way that causes a 'no read' situation, leading to potential underflow. The revert prevents this issue until a better solution is implemented.",3,2,1,0,,,,,,,,,38.726,,,,,,
5dc6ce767d,ollama_qwen3-coder_30b,4,This commit adds device tree binding documentation for the Renesas RZ/V2L SoC's Bifrost Mali-G31 GPU. It introduces a new compatible string in the device tree bindings to enable proper hardware support for this specific GPU in the Linux kernel. The change is purely documentation-based and adds support for a new hardware platform.,0,0,3,3,,,,,,,,,39.697,,,,,,
60b3c27fb9,ollama_qwen3-coder_30b,4,The commit renames the struct pcie_port to dw_pcie_rp in the DesignWare PCIe core driver to improve naming consistency. It follows the existing convention where other driver entities use the 'dw_' prefix and endpoint-related entities use the '_ep' suffix. This is a purely cosmetic change that improves code readability and maintainability without altering functionality.,0,0,4,0,,,,,,,,,38.999,,,,,,
647df0d41b,ollama_qwen3-coder_30b,4,"This commit fixes a Clang compiler warning related to incorrect format specifiers in a printf-like function call. Specifically, it addresses a warning where 'unsigned short' was passed to a format specifier expecting 'unsigned short' but the argument gets promoted to 'int' due to C's default argument promotion rules. The fix changes the format specifier from '%hx' to '%x' to match the promoted type, ensuring correct compilation without warnings.",0,0,4,0,,,,,,,,,39.513,,,,,,
