hash,annotator,understand,purpose,bfc,bpc,prc,nfc,specification,asc,obvious,safety,timing,memory,info,safety_exp,time,see_commit_clicked,lore_clicked,lore_founded,is_merge_commit,is_part_patchset,lore_found
0b94f2651f,ollama_deepseek-r1_70b,3,"The commit fixes a bug where commands could be queued after HCI_UNREGISTER was set, leading to use-after-free issues. It modifies hci_cmd_sync_queue to return an error in such cases.",4,1,0,0,,,,,,,,,205.736,,,,,,
0c7833b9e8,ollama_deepseek-r1_70b,3,Removes unnecessary asm/termios.h include in n_hdlc.c to clean up dependencies.,0,2,3,0,,,,,,,,,211.901,,,,,,
12aeaaba08,ollama_deepseek-r1_70b,3,Updates documentation to reflect the addition of 'N/A' store metric in perf c2c tool.,0,1,3,2,,,,,,,,,204.482,,,,,,
131a79b474,ollama_deepseek-r1_70b,3,Fixes race conditions and incorrect vma lock handling during split and unmapping. Ensures proper allocation and cleanup of locks to prevent issues.,4,3,2,0,,,,,,,,,211.36,,,,,,
1634602627,ollama_deepseek-r1_70b,3,Adds AVDD and MICVDD supply documentation to Realtek rt5682s codec device tree bindings.,0,2,3,0,,,,,,,,,200.897,,,,,,
16ed828b87,ollama_deepseek-r1_70b,4,The commit fixes a resource leak by adding iounmap() in remove function.,4,2,3,0,,,,,,,,,210.125,,,,,,
1f74399fd1,ollama_deepseek-r1_70b,3,Removes an unused 'work' field from mlx5e_async_ctx struct in kTLS code.,0,1,3,0,,,,,,,,,200.275,,,,,,
23cc6d8c37,ollama_deepseek-r1_70b,4,Changes cfg80211_auth_request::key_idx to signed to prevent static checker warnings when -1 is assigned.,0,2,3,0,,,,,,,,,204.249,,,,,,
2fadc6ea4a,ollama_deepseek-r1_70b,3,"The commit sorts CONFIG_SURFACE_PLATFORMS in defconfigs for RISC-V, with no functional changes.",0,0,4,0,,,,,,,,,211.284,,,,,,
3044a4f271,ollama_deepseek-r1_70b,3,Refactors code by replacing an open-coded check with a helper function to determine CAN-FD mode.,0,2,3,0,,,,,,,,,201.058,,,,,,
35eee9a363,ollama_deepseek-r1_70b,3,"Modifies self-tests to skip RTC tests when the hardware is not present, preventing test failures.",0,3,4,0,,,,,,,,,211.042,,,,,,
3cffb26fbb,ollama_deepseek-r1_70b,3,Removes redundant assignment of variable 'bytes' which was causing a compiler warning about dead code.,0,2,3,0,,,,,,,,,212.078,,,,,,
4df002d908,ollama_deepseek-r1_70b,3,Decouples rcuscale from RCU Tasks to reduce kernel size and tracing complexity.,0,3,4,0,,,,,,,,,211.235,,,,,,
562f5bc48a,ollama_deepseek-r1_70b,3,"The commit removes a duplicated phrase in a comment within spte.h, improving code clarity.",0,0,3,0,,,,,,,,,201.467,,,,,,
5b45b1c8b8,ollama_deepseek-r1_70b,3,Reverts populating DCN315 clock table based on DCFCLK due to underflow issues when states are disabled.,4,2,0,0,,,,,,,,,212.644,,,,,,
5dc6ce767d,ollama_deepseek-r1_70b,3,Adds compatible string for Renesas RZ/V2L SoC with Mali-G31 GPU in device tree bindings.,0,1,3,0,,,,,,,,,203.991,,,,,,
