hash,annotator,understand,purpose,bfc,bpc,prc,nfc,specification,asc,obvious,safety,timing,memory,info,safety_exp,time,see_commit_clicked,lore_clicked,lore_founded,is_merge_commit,is_part_patchset,lore_found
0b94f2651f,ollama_qwen3-coder_30b,4,"This commit fixes a potential use-after-free bug in Bluetooth HCI synchronization. It ensures hci_cmd_sync_queue returns an error when HCI_UNREGISTER is set, preventing commands from being queued after device unregistration.",4,3,2,0,,,,,,,,,15.175,,,,,,
0c7833b9e8,ollama_qwen3-coder_30b,4,"The commit removes an unnecessary include of asm/termios.h from n_hdlc.c. It ensures proper header inclusion by relying on linux/tty.h which already pulls in linux/termios.h, eliminating redundancy and potential confusion.",0,0,3,0,,,,,,,,,11.797,,,,,,
12aeaaba08,ollama_qwen3-coder_30b,3,"This commit updates documentation for the 'N/A' store metric in the perf c2c tool. It reflects changes in the report table after adding the 'N/A' metric for store operations, ensuring the documentation matches the implemented functionality.",0,0,3,0,,,,,,,,,19.129,,,,,,
131a79b474,ollama_qwen3-coder_30b,4,Fixes vma lock handling during huge page mapping splits and range unmappings. Addresses race conditions and ensures proper lock management during vma duplication and sharing.,4,3,2,0,,,,,,,,,12.586,,,,,,
1634602627,ollama_qwen3-coder_30b,3,"This commit adds device tree binding documentation for AVDD and MICVDD supplies used by the rt5682s codec. It ensures these power supplies are properly documented in the device tree schema, aligning with existing usage in sc7180-trogdor-kingoftown.dtsi.",0,2,3,0,,,,,,,,,24.099,,,,,,
16ed828b87,ollama_qwen3-coder_30b,4,"Fixes a resource leak in the Zorro7xx SCSI driver by adding a missing iounmap() call in the remove function, ensuring proper cleanup during device removal.",4,0,0,0,,,,,,,,,23.88,,,,,,
1f74399fd1,ollama_qwen3-coder_30b,3,"Removes an unused work field from struct mlx5e_async_ctx in the Mellanox 5 network driver. The change is a cleanup of dead code, improving code clarity and reducing memory footprint.",0,2,4,0,,,,,,,,,24.015,,,,,,
23cc6d8c37,ollama_qwen3-coder_30b,3,"The commit changes the type of 'key_idx' in 'cfg80211_auth_request' from unsigned to signed. This prevents static analyzer warnings when -1 is assigned to indicate unused keys, without changing functional behavior.",0,1,3,0,,,,,,,,,16.53,,,,,,
2fadc6ea4a,ollama_qwen3-coder_30b,3,"The commit sorts the CONFIG_SURFACE_PLATFORMS configuration option in RISC-V defconfigs. It claims no functional change, aligning with savedefconfig's behavior.",0,0,3,0,,,,,,,,,23.083,,,,,,
3044a4f271,ollama_qwen3-coder_30b,3,"The commit introduces a new helper function mcp251xfd_is_fd_mode() to check if the chip is in CAN-FD mode, replacing an inline check. It improves code clarity and maintainability.",0,0,3,0,,,,,,,,,23.782,,,,,,
35eee9a363,ollama_qwen3-coder_30b,3,"This commit modifies RTC selftests to skip execution when no RTC device is present. It prevents test failures in environments lacking RTC hardware, improving test reliability and avoiding false negatives.",2,3,3,0,,,,,,,,,20.146,,,,,,
3cffb26fbb,ollama_qwen3-coder_30b,4,"Removes a redundant variable assignment in ALSA echoaudio driver. The variable 'bytes' is assigned but never read, then reassigned in a conditional block. This cleanup eliminates a clang static analysis warning.",0,0,4,0,,,,,,,,,23.959,,,,,,
4df002d908,ollama_qwen3-coder_30b,3,"This commit allows the rcuscale feature to be built without requiring RCU Tasks. It decouples rcuscale from RCU Tasks, reducing kernel size and simplifying tracing operations in CONFIG_PREEMPT_NONE=y kernels.",0,3,3,0,,,,,,,,,23.744,,,,,,
562f5bc48a,ollama_qwen3-coder_30b,4,This commit removes a duplicated 'be split' string in the spte.h file within the KVM x86 mmu code. It's a simple typo fix that corrects a redundant wording in a header file.,0,0,3,0,,,,,,,,,23.918,,,,,,
5b45b1c8b8,ollama_qwen3-coder_30b,3,"This commit reverts a change that populated a DCN315 clock table based on DCFCLK. The revert prevents a no-read situation caused by how the PMFW fills the table when DCFCLK states are disabled, avoiding potential underflow issues.",3,2,1,0,,,,,,,,,24.375,,,,,,
