hash,annotator,understand,purpose,bfc,bpc,prc,nfc,specification,asc,obvious,safety,timing,memory,info,safety_exp,time,see_commit_clicked,lore_clicked,lore_founded,is_merge_commit,is_part_patchset,lore_found
0b94f2651f,ollama_deepseek-r1_32b,3,Fixes a Bluetooth HCI command queuing issue to prevent use-after-free when HCI_UNREGISTER is set.,4,0,0,0,,,,,,,,,195.094,,,,,,
0c7833b9e8,ollama_deepseek-r1_32b,3,Removes an unnecessary asm/termios.h include in n_hdlc.c since it's already included via linux/tty.h.,0,1,3,0,,,,,,,,,197.296,,,,,,
12aeaaba08,ollama_deepseek-r1_32b,3,The commit updates documentation to include the 'N/A' metric for store operations in perf c2c reports.,0,0,2,0,,,,,,,,,195.783,,,,,,
131a79b474,ollama_deepseek-r1_32b,3,"Fixes vma lock handling issues during splitting and unmapping in hugetlb, addressing race conditions and ensuring proper lock allocation.",3,2,3,0,,,,,,,,,196.828,,,,,,
1634602627,ollama_deepseek-r1_32b,3,"The commit documents AVDD and MICVDD supplies in the dt-bindings for the realtek,rt5682s codec.",0,1,3,0,,,,,,,,,193.895,,,,,,
16ed828b87,ollama_deepseek-r1_32b,3,Fixes resource leak by adding missing iounmap() in remove function.,4,2,1,0,,,,,,,,,201.357,,,,,,
1f74399fd1,ollama_deepseek-r1_32b,3,The commit removes an unused work field from a struct in the mlx5e driver for kTLS.,0,1,4,0,,,,,,,,,191.933,,,,,,
23cc6d8c37,ollama_deepseek-r1_32b,3,The commit changes an unsigned integer in a struct to a signed one to prevent static checker warnings when assigning -1.,2,3,2,0,,,,,,,,,195.066,,,,,,
2fadc6ea4a,ollama_deepseek-r1_32b,3,"The commit sorts CONFIG_SURFACE_PLATFORMS in defconfigs for RISC-V without functional changes, improving configuration structure.",0,0,2,0,,,,,,,,,201.053,,,,,,
3044a4f271,ollama_deepseek-r1_32b,3,The commit introduces a new function mcp251xfd_is_fd_mode() to replace open-coded checks for CAN-FD mode configuration in the chip's FIFOs.,0,0,4,0,,,,,,,,,193.418,,,,,,
35eee9a363,ollama_deepseek-r1_32b,3,"Modifies self-tests for the RTC subsystem to skip execution when RTC hardware is absent, avoiding unnecessary test failures.",0,3,2,0,,,,,,,,,196.567,,,,,,
3cffb26fbb,ollama_deepseek-r1_32b,3,The commit removes an unnecessary variable assignment that was causing a compiler warning. It improves code quality by eliminating dead code.,0,2,3,0,,,,,,,,,193.047,,,,,,
4df002d908,ollama_deepseek-r1_32b,3,"The commit decouples rcuscale from RCU Tasks to prevent unnecessary inclusion when CONFIG_PREEMPT_NONE=y, reducing kernel size and complexity.",0,3,2,0,,,,,,,,,202.239,,,,,,
562f5bc48a,ollama_deepseek-r1_32b,3,"The commit removes a duplicated phrase 'be split' in spte.h, improving code clarity.",0,1,3,0,,,,,,,,,193.965,,,,,,
5b45b1c8b8,ollama_deepseek-r1_32b,3,Reverts a previous change causing underflow by populating the dcn315 clk table based on dcfclk states.,4,2,0,0,,,,,,,,,191.393,,,,,,
5dc6ce767d,ollama_deepseek-r1_32b,3,Adds device tree binding documentation for the Mali-G31 GPU on the RZ/V2L SoC.,0,0,0,4,,,,,,,,,193.428,,,,,,
60b3c27fb9,ollama_deepseek-r1_32b,4,The commit renames struct pcie_port to dw_pcie_rp for naming consistency in the DW PCIe core driver.,0,1,3,0,,,,,,,,,201.066,,,,,,
647df0d41b,ollama_deepseek-r1_32b,3,Fixes a clang -Wformat warning by correcting the format specifier to match promoted integer type.,0,2,3,0,,,,,,,,,192.822,,,,,,
64ac0befe7,ollama_deepseek-r1_32b,3,"Fixes a MIPS jump_label issue by casting upper bound to long for signed comparison, preventing negative offset warnings.",3,1,2,0,,,,,,,,,198.088,,,,,,
67fda6c2df,ollama_deepseek-r1_32b,3,"The commit removes a redundant case in SetHwReg8188EU() to call a function directly, part of eliminating the hal layer.",0,2,3,0,,,,,,,,,193.781,,,,,,
710c8d6c02,ollama_deepseek-r1_32b,3,"The commit addresses sparse warnings by declaring non-global symbols as static in the arm64 kernel code, improving code quality.",0,1,3,0,,,,,,,,,175.32,,,,,,
719ca37972,ollama_deepseek-r1_32b,3,Removes incorrect interrupt flags from MDSS nodes as the provider only uses a single cell.,3,2,0,0,,,,,,,,,191.874,,,,,,
7392d87a9f,ollama_deepseek-r1_32b,3,The commit allocates arrays in struct ctrl_ref to prepare for dynamic resizing by drivers.,0,1,3,0,,,,,,,,,208.387,,,,,,
76ee15ae1b,ollama_deepseek-r1_32b,3,Adds support for additional PMICs and SoCs in the socinfo driver to recognize more hardware models.,0,0,0,3,,,,,,,,,214.428,,,,,,
