hash,annotator,understand,purpose,bfc,bpc,prc,nfc,specification,asc,obvious,safety,timing,memory,info,safety_exp,time,see_commit_clicked,lore_clicked,lore_founded,is_merge_commit,is_part_patchset,lore_found
0b94f2651f,copilot_gpt-5-mini,4,"hci_cmd_sync_queue is changed to return an error when the HCI_UNREGISTER flag is set so commands are not queued after hci_unregister_dev may free hdev, preventing a use-after-free triggered by later timeout handling.",4,0,0,0,,,,,,,,,16.367,,,,,,
0c7833b9e8,copilot_gpt-5-mini,4,Remove an unnecessary include of asm/termios.h from n_hdlc.c because linux/tty.h (already included) pulls linux/termios.h; simplifies include graph and removes an outlier include that complicates termios header handling.,0,0,4,0,,,,,,,,,7.411,,,,,,
12aeaaba08,copilot_gpt-5-mini,4,"Updates perf c2c documentation to reflect the addition of an 'N/A' entry for store operations in the report table, clarifying how the new metric appears in perf outputs.",0,0,4,0,,,,,,,,,9.565,,,,,,
131a79b474,copilot_gpt-5-mini,4,"Fixes hugetlb vma-lock handling: allocate a new vma lock when vm_area_dup() splits a VMA to avoid double-free, free the vma lock instead of clearing VM_MAYSHARE to avoid missed frees, and update pmd-sharing checks to eliminate races during split and range unmapping.",4,1,2,0,,,,,,,,,17.189,,,,,,
1634602627,copilot_gpt-5-mini,4,"Adds AVDD and MICVDD supply properties to the realtek rt5682s device-tree binding, documenting the codec's power rails already used by sc7180-trogdor-kingoftown.dtsi so platforms can describe and validate these supplies in DT.",0,0,4,0,,,,,,,,,19.672,,,,,,
16ed828b87,copilot_gpt-5-mini,4,"Adds the missing iounmap() call to zorro7xx_remove_one() to unmap an ioremap region that the probe's error path may allocate, closing a resource leak during device removal.",4,0,1,0,,,,,,,,,9.261,,,,,,
1f74399fd1,copilot_gpt-5-mini,4,Removes the unused 'work' field from struct mlx5e_async_ctx in the mlx5e kTLS code; a small structural cleanup to eliminate dead/unused member and simplify the code.,0,0,4,0,,,,,,,,,8.116,,,,,,
23cc6d8c37,copilot_gpt-5-mini,4,"Change cfg80211_auth_request.key_idx from unsigned to signed so it can hold -1 as a sentinel when key is NULL, avoiding static-checker warnings and matching the intended value range (-1..3).",0,1,4,0,,,,,,,,,9.297,,,,,,
2fadc6ea4a,copilot_gpt-5-mini,4,Reorders the CONFIG_SURFACE_PLATFORMS entries in RISC-V defconfigs to match savedefconfig ordering; purely a cosmetic/consistency change in configuration files with no functional impact.,0,0,4,0,,,,,,,,,7.141,,,,,,
3044a4f271,copilot_gpt-5-mini,4,Introduce mcp251xfd_is_fd_mode() helper and replace scattered inline checks with this function to centralize detection of whether the chip FIFOs are configured for CAN-FD mode.,0,1,4,0,,,,,,,,,12.646,,,,,,
35eee9a363,copilot_gpt-5-mini,4,"Change updates RTC selftests to detect absence of RTC hardware and skip tests instead of failing, making the test suite tolerant of platforms without an RTC.",0,0,4,0,,,,,,,,,11.83,,,,,,
3cffb26fbb,copilot_gpt-5-mini,4,"Removes a redundant assignment to the 'bytes' variable in echoaudio's midi.c (dead store), eliminating a Clang static-analysis warning and cleaning up unused code without changing runtime behavior.",0,0,4,0,,,,,,,,,10.316,,,,,,
4df002d908,copilot_gpt-5-mini,4,"Decouples rcuscale from RCU Tasks so rcuscale can be built without pulling in RCU Tasks under CONFIG_PREEMPT_NONE, reducing unnecessary kernel size and tracing complexity.",0,1,4,0,,,,,,,,,6.651,,,,,,
562f5bc48a,copilot_gpt-5-mini,4,"Fixes a duplicated word in spte.h comment ('be split be split' → 'be split'), a trivial documentation typo correction in KVM x86 MMU header.",0,0,4,0,,,,,,,,,9.571,,,,,,
5b45b1c8b8,copilot_gpt-5-mini,4,"Reverts the change that populated the DCN315 clock table from dcfclk states because, when pmfw disables dcfclk states, that approach can cause a 'no read' underflow. The revert restores the previous behavior until a proper solution is implemented.",4,0,0,0,,,,,,,,,18.768,,,,,,
5dc6ce767d,copilot_gpt-5-mini,4,"Adds a device-tree binding entry (compatible string) for the Renesas RZ/V2L SoC that uses a Bifrost Mali‑G31 GPU, documenting the SoC in the mali‑bifrost bindings so platforms can describe this GPU.",0,0,4,0,,,,,,,,,12.207,,,,,,
60b3c27fb9,copilot_gpt-5-mini,4,"Renames struct pcie_port to dw_pcie_rp in the DesignWare PCIe core to follow the driver's naming convention (dw_ prefix, _rp suffix), making type names consistent with other driver entities.",0,0,4,0,,,,,,,,,7.416,,,,,,
647df0d41b,copilot_gpt-5-mini,4,"Corrects a printk format in amd-xgbe: the u16 argument (ntohs(eth->h_proto)) is promoted to int, so the format is changed to %x to eliminate a Clang -Wformat warning and follow printk-format guidance.",0,0,4,0,,,,,,,,,12.945,,,,,,
64ac0befe7,copilot_gpt-5-mini,4,"Change casts the upper bound of a branch-range check to long so the comparison is signed, avoiding a compiler warning when a negative offset is encountered and clarifying the intended semantics in MIPS jump_label compat handling.",0,1,4,0,,,,,,,,,18.327,,,,,,
67fda6c2df,copilot_gpt-5-mini,4,"Removes the HW_VAR_H2C_FW_P2P_PS_OFFLOAD case from SetHwReg8188EU and calls the underlying function directly as part of removing the HAL layer, simplifying control flow in the staging r8188eu driver.",0,0,4,0,,,,,,,,,10.184,,,,,,
710c8d6c02,copilot_gpt-5-mini,4,"Marks previously global symbols as static in arm64 errata code (e.g., cavium_erratum_23154_cpus) to silence sparse warnings and limit symbol visibility after adding errata.",0,1,4,0,,,,,,,,,15.425,,,,,,
719ca37972,copilot_gpt-5-mini,4,Updates the display/msm device-tree bindings to remove an incorrect interrupt flags cell from MDSS consumer nodes because the MDSS interrupt provider is single-cell; aligns binding with provider encoding to prevent invalid DT descriptions.,0,4,0,0,,,,,,,,,8.728,,,,,,
7392d87a9f,copilot_gpt-5-mini,4,"Modifies media v4l2-ctrls to allocate space for arrays inside struct ctrl_ref (and allocate arrays), preparing the code to allow drivers to change array sizes dynamically.",0,2,4,0,,,,,,,,,12.517,,,,,,
76ee15ae1b,copilot_gpt-5-mini,4,"Extends the Qualcomm socinfo driver by adding entries for additional SoCs (SM8350, SC8280XP, SA8540P, another SM8450) and associated PMICs so the driver recognizes these platforms and their power-management ICs.",0,0,2,4,,,,,,,,,7.825,,,,,,
7b0ac469e3,copilot_gpt-5-mini,4,"Extend rtl8xxxu driver reporting to recognize chip 'cut' versions A..P (0..15) instead of treating values > E as 'unknown', improving hardware identification and log output.",0,0,4,0,,,,,,,,,8.035,,,,,,
801179b670,copilot_gpt-5-mini,4,Remove the custom .is_enabled software enable count from ux500 PRCMU clocks because the clock core already maintains an enable count; this eliminates redundant state and makes the driver rely on core bookkeeping.,0,0,4,0,,,,,,,,,20.418,,,,,,
805a3ebed5,copilot_gpt-5-mini,4,"Reorganizes RISC-V mm/init code to reduce scattered #ifdef CONFIG_XIP_KERNEL usage by grouping related XIP-only declarations and moving the pt_ops macro adjacent to the XIP conditional, simplifying conditional compilation and layout.",0,1,4,0,,,,,,,,,6.96,,,,,,
8bad51c689,copilot_gpt-5-mini,4,Updates the arm64 device tree for Qualcomm sm6350-lena to enable QUP and GPI DMA hardware blocks so functioning I2C nodes can be added and used later.,0,0,2,4,,,,,,,,,8.847,,,,,,
8f5a9371e6,copilot_gpt-5-mini,4,"Clarifies and corrects comments in the rzg2l thermal driver: replaces 'Capture times' with 'Total number of ADC data samples', fixes typo 'caliberation'→'calibration', and adjusts comment placement to match coding style.",0,0,4,0,,,,,,,,,9.809,,,,,,
907862e9ae,copilot_gpt-5-mini,4,"Change modifies igc release_swfw_sync to detect failure acquiring the hardware semaphore (e.g., on surprise removal), log an error and exit instead of looping indefinitely, preventing a hang when HW is gone.",4,0,0,0,,,,,,,,,8.029,,,,,,
9231bb1b25,copilot_gpt-5-mini,4,"Replaces legacy ASoC DAI bus-clock/style defines in the pcm3168a driver with modern ASoC DAI format terminology, aligning the driver with current kernel conventions and removing deprecated macros.",0,0,4,0,,,,,,,,,7.712,,,,,,
944d95f766,copilot_gpt-5-mini,4,"Removes an always-true IS_SWAPFILE conditional/hack from the NFS codebase because IS_SWAPFILE is always defined, eliminating dead/pointless code and simplifying the logic around swapfile handling.",0,0,4,0,,,,,,,,,11.962,,,,,,
9af41cc334,copilot_gpt-5-mini,4,"Implements GTP echo-response handling: on receiving GTP_ECHO_REQ the kernel sends GTP_ECHO_RSP including a GTPIE_RECOVERY element and appropriate restart counter (0 for v1, configurable for v0), ensuring compliance when no userspace daemon is present.",0,2,1,4,,,,,,,,,13.42,,,,,,
9b51d9d866,copilot_gpt-5-mini,4,Replaces uses of cpumask_next_* with cpumask_first_* where iteration starts at 0 (n == -1) for simplicity/efficiency and adds cpumask_first_zero() to support this pattern.,0,0,4,0,,,,,,,,,11.178,,,,,,
a373f38cd1,copilot_gpt-5-mini,4,"Remove brcmfmac's dtim_assoc IOVAR query that firmware no longer supports; stops the driver attempting a request that always fails after STA roam, eliminating repeated -52 console errors and unnecessary firmware queries.",4,0,1,0,,,,,,,,,12.723,,,,,,
c8e98eaf2b,copilot_gpt-5-mini,4,"Adds an ASoC board configuration (adl_rt5682) to support the ALC5682 headset codec on platforms without a speaker amplifier, wiring the codec to SSP0 per Intel BT-offload design so the board can function without an external amp.",0,0,1,4,,,,,,,,,8.96,,,,,,
cc767e7c69,copilot_gpt-5-mini,4,"Modify io_uring net path so zerocopy sendmsg is rejected when the socket/protocol doesn't support zerocopy, mirroring prior behavior for zerocopy send requests and preventing unsupported submissions.",4,0,1,0,,,,,,,,,11.628,,,,,,
cee7db1b02,copilot_gpt-5-mini,4,"Modify kerneldoc preamble to test for xeCJK.sty before attempting to load it, avoiding xelatex 'xeCJK.sty not found' errors on minimal/fragmented texlive installs and allowing 'make pdfdocs' for non‑CJK content on such systems.",0,1,4,0,,,,,,,,,14.693,,,,,,
dc3f4dee81,copilot_gpt-5-mini,4,"Modify scripts/checkpatch.pl to accept 'case' macros (e.g. '#define C2S(x) case x: return #x') by not flagging them as 'Macros with complex values', avoiding false-positive lint errors for existing kernel drivers.",0,0,4,0,,,,,,,,,11.08,,,,,,
de40c281fe,copilot_gpt-5-mini,4,"Replaces simple-KMS helpers in simpledrm with the standard DRM atomic helpers (including removing empty CRTC enable/disable and always running drm_atomic_helper_check_plane_state()), improving architecture and code sharing without changing functionality.",0,0,4,0,,,,,,,,,9.732,,,,,,
dedc215003,copilot_gpt-5-mini,4,"Adds a JPEG decode worker interface in the MediaTek mtk-jpegdec driver to coordinate three hardware decoders to run in parallel on MT8195, enabling concurrent decoding and higher throughput.",0,0,3,4,,,,,,,,,16.493,,,,,,
e1553351d7,copilot_gpt-5-mini,4,"Removes redundant VPRINTK() calls and the ata_scsi_dump_cdb() helper from libata, relying on existing tracepoints for the same information to reduce duplicate/noisy debug output and simplify logging.",0,0,4,0,,,,,,,,,20.415,,,,,,
e5fc78252c,copilot_gpt-5-mini,4,"Implements logic to allow entering zstate during extended vblank when FREESYNC_STATE_VIDEO is entered: computes extra vblank time, updates min_dst_y_next_start, and triggers full stream updates to enable zstate if gained time >5 ms.",0,0,2,4,,,,,,,,,23.613,,,,,,
e688ba3e27,copilot_gpt-5-mini,4,"Changes the hqd_destroy() callback prototype so its third parameter is uint32_t (matching implementations that used enum kfd_preempt_type), eliminating a kCFI type mismatch observed during boot on some AMD GPUs.",4,0,0,0,,,,,,,,,12.354,,,,,,
e79368b15d,copilot_gpt-5-mini,4,"Corrects the device-tree binding for stm32 pinctrl: rename the reset property to 'resets' (the correct binding key) and add 'additionalProperties: false' to the schema so unexpected properties are rejected, aligning the binding with actual usage and improving validation.",0,0,4,0,,,,,,,,,7.998,,,,,,
e950329880,copilot_gpt-5-mini,4,"Downgrades/silences a spurious GCC 12 array-bounds warning in ath9k/mac.c (ath9k_hw_resettxqueue) by reducing the warning level, removing noisy build warnings without changing runtime behavior.",0,0,4,0,,,,,,,,,8.911,,,,,,
ee74fdf0ca,copilot_gpt-5-mini,4,"Replaces pm_runtime_get_sync with pm_runtime_resume_and_get in the sun8i-ss crypto driver, simplifying runtime-PM handling so the device is resumed and usage-counted with the more appropriate API.",0,0,4,0,,,,,,,,,11.638,,,,,,
f110ed8498,copilot_gpt-5-mini,4,"Extracts fixed-file installation/removal from io_kiocb helpers into the filetable area and changes the helpers to accept a ring-context (ctx) rather than an io_kiocb, improving ownership and API placement.",0,1,4,0,,,,,,,,,8.169,,,,,,
f3116f2e52,copilot_gpt-5-mini,4,Update NXP imx8mq VPU device-tree bindings to split G1 and G2 into separate nodes because they are independent decoder blocks controlled by the vpu-blk-ctrl power-domain; enables accurate DT descriptions and requires kernel support for the new layout.,0,1,2,4,,,,,,,,,9.321,,,,,,
fab6f4904e,copilot_gpt-5-mini,4,"Remove the IWL_DEVICE_BZ_COMMON macro by inlining its single use into IWL_DEVICE_BZ, simplifying iwlwifi configuration macros and reducing indirection in the codebase.",0,0,4,0,,,,,,,,,7.727,,,,,,
